SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,random_dag_makespan,random_lssp_makespan,random_lssp_swprio_makespan,random_best_makespan,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,greedy_dag_makespan,greedy_lssp_makespan,greedy_lssp_swprio_makespan,greedy_best_makespan,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_dag_makespan,diff_gnn_lssp_makespan,diff_gnn_lssp_swprio_makespan,diff_gnn_best_makespan,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,diff_gnn_order_dag_makespan,diff_gnn_order_lssp_makespan,diff_gnn_order_lssp_swprio_makespan,diff_gnn_order_best_makespan,gcps_opt_cost,gcps_opt_ratio,gcps_partition_cost,gcps_bb,gcps_makespan,gcps_time,gcps_dag_makespan,gcps_lssp_makespan,gcps_lssp_swprio_makespan,gcps_best_makespan,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,pso_dag_makespan,pso_lssp_makespan,pso_lssp_swprio_makespan,pso_best_makespan,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,dbpso_dag_makespan,dbpso_lssp_makespan,dbpso_lssp_swprio_makespan,dbpso_best_makespan,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,clpso_dag_makespan,clpso_lssp_makespan,clpso_lssp_swprio_makespan,clpso_best_makespan,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,ccpso_dag_makespan,ccpso_lssp_makespan,ccpso_lssp_swprio_makespan,ccpso_best_makespan,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,esa_dag_makespan,esa_lssp_makespan,esa_lssp_swprio_makespan,esa_best_makespan,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,shade_dag_makespan,shade_lssp_makespan,shade_lssp_swprio_makespan,shade_best_makespan,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,jade_dag_makespan,jade_lssp_makespan,jade_lssp_swprio_makespan,jade_best_makespan,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time,gl25_dag_makespan,gl25_lssp_makespan,gl25_lssp_swprio_makespan,gl25_best_makespan,diff_gnn_order_solution_valid,diff_gnn_order_initial_solution_valid,diff_gnn_order_was_repaired,diff_gnn_order_num_repaired_nodes,diff_gnn_order_repair_strategy,diff_gnn_order_area_used,diff_gnn_order_area_budget,diff_gnn_order_validity_note
2026-04-07 17:19:34,20260407-171227,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,43,4133.760729161385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20958.89072284422,5.07017510108674,32710.26103733051,optimize_single_point_makespan,20958.89072284422,415.7486164569855,20750.23501028982,20958.89072284422,22341.772971955514,20958.89072284422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20919.328444839077,20950.341319045216,Valid solution; no area repair needed.
2026-04-08 11:02:58,20260408-105550,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,43,4133.760729161385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20958.89072284422,5.07017510108674,32710.26103733051,optimize_single_point_makespan,20958.89072284422,407.94048261642456,20750.23501028982,20958.89072284422,22341.772971955514,20958.89072284422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20919.328444839077,20950.341319045216,Valid solution; no area repair needed.
2026-04-08 11:03:54,20260408-105543,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,42,4237.918852871404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30011.667785200156,7.08169949145339,41825.824791324434,optimize_single_point_makespan,30011.667785200156,473.86191177368164,27840.11543083684,30011.667785200156,30011.667785200156,30011.667785200156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,21112.155888892838,21145.13113607198,Valid solution; no area repair needed.
2026-04-08 12:22:39,20260408-121508,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,44,4118.638112433165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25058.592358062768,6.084193773280781,37278.67859876873,optimize_single_point_makespan,25058.592358062768,432.25882291793823,24390.495564457564,25058.592358062768,26174.66681225706,25058.592358062768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20572.94718271988,20597.129560307912,Valid solution; no area repair needed.
2026-04-08 12:25:27,20260408-121501,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,48,4318.112842111338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54465.38280843283,12.613237495155873,70171.70916302112,optimize_single_point_makespan,54465.38280843283,601.3863801956177,41926.91301410197,54465.38280843283,58260.36758024016,54465.38280843283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,21522.451300765213,21537.49987620517,Valid solution; no area repair needed.
2026-04-08 12:33:03,20260408-121508,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,45,4280.604664962169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20845.134458455283,4.869670546565062,32362.7864623539,optimize_single_point_makespan,20845.134458455283,622.3890385627747,20612.405587405035,20845.134458455283,20845.134458455283,20845.134458455283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20390.884109873958,20434.418829128066,Valid solution; no area repair needed.
2026-04-08 12:45:30,20260408-121501,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,49,4080.98684044634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53476.154689573676,13.10373122490269,66948.21954090362,optimize_single_point_makespan,53476.154689573676,1201.730642080307,38484.38710368326,53476.154689573676,54661.89330280699,53476.154689573676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20403.12196140062,20407.39861006098,Valid solution; no area repair needed.
2026-04-08 12:50:31,20260408-121508,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,46,4256.166063707633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41788.37186269076,9.818313298209999,41788.371862690794,optimize_single_point_makespan,41788.37186269076,1046.266511440277,41788.37186269076,41788.37186269076,41788.37186269076,41788.37186269076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20284.382405030825,Valid solution; no area repair needed.
2026-04-08 12:58:30,20260408-121508,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,47,4333.131526145475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21808.508468212814,5.032967113189041,34279.22916330723,optimize_single_point_makespan,21808.508468212814,477.0218949317932,21756.10295148496,21808.508468212814,21808.508468212814,21808.508468212814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20421.60366180286,20485.544090403826,Valid solution; no area repair needed.
2026-04-08 13:04:39,20260408-121501,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,50,4154.634402940583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41823.4079743963,10.06668792440422,41823.40797439632,optimize_single_point_makespan,41823.4079743963,1147.0277242660522,41823.4079743963,41823.4079743963,41823.4079743963,41823.4079743963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,21469.403471253092,Valid solution; no area repair needed.
2026-04-08 13:16:45,20260408-121501,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,51,4156.15213337089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22379.507638938412,5.384669983383713,33570.126115933825,optimize_single_point_makespan,22379.507638938412,723.6770529747009,22328.603960772733,22379.507638938412,22895.87028529821,22379.507638938412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,21093.316117836817,21112.383309601344,Valid solution; no area repair needed.
