SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,random_dag_makespan,random_lssp_makespan,random_lssp_swprio_makespan,random_best_makespan,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,greedy_dag_makespan,greedy_lssp_makespan,greedy_lssp_swprio_makespan,greedy_best_makespan,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_dag_makespan,diff_gnn_lssp_makespan,diff_gnn_lssp_swprio_makespan,diff_gnn_best_makespan,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,diff_gnn_order_dag_makespan,diff_gnn_order_lssp_makespan,diff_gnn_order_lssp_swprio_makespan,diff_gnn_order_best_makespan,gcps_opt_cost,gcps_opt_ratio,gcps_partition_cost,gcps_bb,gcps_makespan,gcps_time,gcps_dag_makespan,gcps_lssp_makespan,gcps_lssp_swprio_makespan,gcps_best_makespan,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,pso_dag_makespan,pso_lssp_makespan,pso_lssp_swprio_makespan,pso_best_makespan,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,dbpso_dag_makespan,dbpso_lssp_makespan,dbpso_lssp_swprio_makespan,dbpso_best_makespan,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,clpso_dag_makespan,clpso_lssp_makespan,clpso_lssp_swprio_makespan,clpso_best_makespan,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,ccpso_dag_makespan,ccpso_lssp_makespan,ccpso_lssp_swprio_makespan,ccpso_best_makespan,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,esa_dag_makespan,esa_lssp_makespan,esa_lssp_swprio_makespan,esa_best_makespan,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,shade_dag_makespan,shade_lssp_makespan,shade_lssp_swprio_makespan,shade_best_makespan,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,jade_dag_makespan,jade_lssp_makespan,jade_lssp_swprio_makespan,jade_best_makespan,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time,gl25_dag_makespan,gl25_lssp_makespan,gl25_lssp_swprio_makespan,gl25_best_makespan,diff_gnn_solution_valid,diff_gnn_initial_solution_valid,diff_gnn_was_repaired,diff_gnn_num_repaired_nodes,diff_gnn_repair_strategy,diff_gnn_area_used,diff_gnn_area_budget,diff_gnn_validity_note
2026-04-11 08:05:40,20260411-075618,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,42,5259.830603754292,,,,,,,,,,,,,,,,,,,,,18637.92438335618,3.543445747103158,58621.24172641397,optimize_single_point_makespan,37364.40063287876,539.8213350772858,18788.675437923663,37364.40063287876,,18788.675437923663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,24333.033664376188,25197.828124663567,Valid solution; no area repair needed.
2026-04-11 14:50:42,20260411-144109,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,42,5259.830603754292,,,,,,,,,,,,,,,,,,,,,18637.92438335618,3.543445747103158,58621.24172641397,optimize_single_point_makespan,37364.40063287876,540.9182448387146,18788.675437923663,37364.40063287876,,18788.675437923663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,24333.033664376188,25197.828124663567,Valid solution; no area repair needed.
2026-04-11 16:01:58,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,42,5259.830603754292,,,,,,,,,,,,,,,,,,,,,18637.92438335618,3.543445747103158,58621.24172641397,optimize_single_point_makespan,37364.40063287876,534.5652797222137,18788.675437923663,37364.40063287876,,18788.675437923663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,24333.033664376188,25197.828124663567,Valid solution; no area repair needed.
2026-04-11 16:09:15,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,43,5024.247242312693,,,,,,,,,,,,,,,,,,,,,14566.557433980088,2.8992517150240817,72387.582980647,optimize_single_point_makespan,55075.74239514755,427.4318103790283,14628.943574489273,55075.74239514755,,14628.943574489273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,25135.503431915564,25167.81603825417,Valid solution; no area repair needed.
2026-04-11 16:18:17,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,44,4959.513193260408,,,,,,,,,,,,,,,,,,,,,20454.594340019885,4.124314936356271,67371.90859727665,optimize_single_point_makespan,45122.304772088006,533.1967248916626,20428.95478704727,45122.304772088006,,20428.95478704727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,25120.544607464588,25135.539384860236,Valid solution; no area repair needed.
2026-04-11 16:25:55,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,45,5107.540851681369,,,,,,,,,,,,,,,,,,,,,14373.544974654627,2.8141811082965593,72605.05096103276,optimize_single_point_makespan,55017.17387012751,448.66203117370605,14634.413952872133,55017.17387012751,,14634.413952872133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,24611.654765845502,24659.499547086758,Valid solution; no area repair needed.
2026-04-11 16:34:51,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,46,5027.612443241264,,,,,,,,,,,,,,,,,,,,,16594.473089484207,3.30066672338528,51672.03880468516,optimize_single_point_makespan,35120.89475049379,526.9686987400055,16594.47308948421,35120.89475049379,,16594.47308948421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,24376.481510584414,24864.340146809936,Valid solution; no area repair needed.
2026-04-11 16:43:53,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,47,5186.413551459417,,,,,,,,,,,,,,,,,,,,,21754.2201059699,4.194463069735044,69786.41131369818,optimize_single_point_makespan,49497.95174965169,527.5964021682739,21770.613972940133,49497.95174965169,,21770.613972940133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,24954.29058892232,24961.953223963494,Valid solution; no area repair needed.
2026-04-11 16:51:52,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,48,5233.333006946044,,,,,,,,,,,,,,,,,,,,,15970.727717254875,3.05173160126776,72433.57921018345,optimize_single_point_makespan,53230.3630058599,466.0123951435089,16387.717186286267,53230.3630058599,,16387.717186286267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,26198.076329359512,26204.299695125654,Valid solution; no area repair needed.
2026-04-11 17:00:25,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,49,4880.719123896693,,,,,,,,,,,,,,,,,,,,,21477.107267601994,4.400398122163398,66173.0859154816,optimize_single_point_makespan,43131.67951130202,500.15521001815796,21424.40722843956,43131.67951130202,,21424.40722843956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,21509.895629680454,24657.34042560942,Valid solution; no area repair needed.
2026-04-11 17:09:25,20260411-155139,squeezenet_like_1000_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology/synthetic/squeezenet_like_1000.dot,1000,0.1,0.5,1.0,0.5,50,5140.839229082932,,,,,,,,,,,,,,,,,,,,,18053.233803063424,3.5117289217939454,55040.541620831435,optimize_single_point_makespan,36034.36353001853,526.9009993076324,18253.915422287526,36034.36353001853,,18253.915422287526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,25037.98833049903,25576.25719027124,Valid solution; no area repair needed.
