SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,random_dag_makespan,random_lssp_makespan,random_lssp_swprio_makespan,random_best_makespan,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,greedy_dag_makespan,greedy_lssp_makespan,greedy_lssp_swprio_makespan,greedy_best_makespan,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_dag_makespan,diff_gnn_lssp_makespan,diff_gnn_lssp_swprio_makespan,diff_gnn_best_makespan,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,diff_gnn_order_dag_makespan,diff_gnn_order_lssp_makespan,diff_gnn_order_lssp_swprio_makespan,diff_gnn_order_best_makespan,gcps_opt_cost,gcps_opt_ratio,gcps_partition_cost,gcps_bb,gcps_makespan,gcps_time,gcps_dag_makespan,gcps_lssp_makespan,gcps_lssp_swprio_makespan,gcps_best_makespan,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,pso_dag_makespan,pso_lssp_makespan,pso_lssp_swprio_makespan,pso_best_makespan,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,dbpso_dag_makespan,dbpso_lssp_makespan,dbpso_lssp_swprio_makespan,dbpso_best_makespan,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,clpso_dag_makespan,clpso_lssp_makespan,clpso_lssp_swprio_makespan,clpso_best_makespan,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,ccpso_dag_makespan,ccpso_lssp_makespan,ccpso_lssp_swprio_makespan,ccpso_best_makespan,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,esa_dag_makespan,esa_lssp_makespan,esa_lssp_swprio_makespan,esa_best_makespan,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,shade_dag_makespan,shade_lssp_makespan,shade_lssp_swprio_makespan,shade_best_makespan,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,jade_dag_makespan,jade_lssp_makespan,jade_lssp_swprio_makespan,jade_best_makespan,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time,gl25_dag_makespan,gl25_lssp_makespan,gl25_lssp_swprio_makespan,gl25_best_makespan,diff_gnn_order_solution_valid,diff_gnn_order_initial_solution_valid,diff_gnn_order_was_repaired,diff_gnn_order_num_repaired_nodes,diff_gnn_order_repair_strategy,diff_gnn_order_area_used,diff_gnn_order_area_budget,diff_gnn_order_validity_note
2026-04-07 11:16:53,20260407-083531,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,42,1048.985484036691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4845.621967342692,4.619341297932778,6595.047099053567,optimize_single_point_makespan,4845.621967342692,6342.240374803543,4778.271333131712,4845.621967342692,4845.621967342692,4845.621967342692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5506.002788702746,5510.57072077205,Valid solution; no area repair needed.
2026-04-07 18:44:47,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,42,1048.985484036691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5765.191334151557,5.495968649600402,7631.832371661049,optimize_single_point_makespan,5765.191334151557,267.8081748485565,5078.444042921377,5765.191334151557,5765.191334151557,5765.191334151557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5507.363288569364,5510.57072077205,Valid solution; no area repair needed.
2026-04-07 18:51:07,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,43,1086.4993625882978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5499.9071019766125,5.06204356059127,7214.368121264323,optimize_single_point_makespan,5499.9071019766125,379.88159584999084,5090.582225438248,5499.9071019766125,5499.9071019766125,5499.9071019766125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,4979.318982937276,4983.616718897957,Valid solution; no area repair needed.
2026-04-07 18:55:01,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,44,1018.1198979606678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5511.1795471705445,5.413094821356152,7728.780705013907,optimize_single_point_makespan,5511.1795471705445,233.54791617393494,4408.871654206964,5511.1795471705445,6122.864505573518,5511.1795471705445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5075.252634858556,5081.280803539177,Valid solution; no area repair needed.
2026-04-07 19:01:18,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,45,1118.992232047212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6542.1094349033565,5.846429713756346,8690.851500238177,optimize_single_point_makespan,6542.1094349033565,377.0127294063568,6081.892031113227,6542.1094349033565,6835.451435953625,6542.1094349033565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5686.935965147826,5687.1828083587125,Valid solution; no area repair needed.
2026-04-07 19:05:43,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,46,1043.511477308087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5611.851938563043,5.377853584360909,7969.688569678614,optimize_single_point_makespan,5611.851938563043,264.4337520599365,4843.796752075841,5611.851938563043,5658.113385470043,5611.851938563043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5652.683895335203,5664.705603051455,Valid solution; no area repair needed.
2026-04-07 19:10:26,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,47,1053.368457868299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5485.217907277928,5.207311711590795,8008.070011536931,optimize_single_point_makespan,5485.217907277928,282.3252658843994,4756.7308575742,5485.217907277928,5715.420649847843,5485.217907277928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5392.977563566966,5402.232978807621,Valid solution; no area repair needed.
2026-04-07 19:14:28,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,48,1068.254534891762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6382.372595028114,5.974580389377698,9109.29802387028,optimize_single_point_makespan,6382.372595028114,242.18238925933838,5351.514828546083,6382.372595028114,6394.629070833852,6382.372595028114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,6045.981004945634,6047.338175478088,Valid solution; no area repair needed.
2026-04-07 19:19:02,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,49,1043.277940450009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5175.2390145153895,4.960556352109864,6564.34219275061,optimize_single_point_makespan,5175.2390145153895,274.07368445396423,4684.57751440587,5175.2390145153895,5236.233869899363,5175.2390145153895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5105.032161138687,5108.16548945051,Valid solution; no area repair needed.
2026-04-07 19:24:30,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,50,1001.5059127276861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4590.443237624106,4.583540825157632,6993.08102559279,optimize_single_point_makespan,4590.443237624106,327.03558921813965,4307.577227278503,4590.443237624106,4814.11295881678,4590.443237624106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5514.409750772346,5520.168634079681,Valid solution; no area repair needed.
2026-04-07 19:29:22,20260407-182038,visual_wake_words_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/visual_wake_words_tosa.dot,211,0.1,0.5,1.0,0.5,51,1105.784468535063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.496503747713,5.435504544308155,7840.484966391631,optimize_single_point_makespan,6010.496503747713,292.4785051345825,5444.065726424569,6010.496503747713,6236.133250819176,6010.496503747713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,5197.853568156937,5201.224803706237,Valid solution; no area repair needed.
