SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,random_dag_makespan,random_lssp_makespan,random_lssp_swprio_makespan,random_best_makespan,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,greedy_dag_makespan,greedy_lssp_makespan,greedy_lssp_swprio_makespan,greedy_best_makespan,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_dag_makespan,diff_gnn_lssp_makespan,diff_gnn_lssp_swprio_makespan,diff_gnn_best_makespan,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,diff_gnn_order_dag_makespan,diff_gnn_order_lssp_makespan,diff_gnn_order_lssp_swprio_makespan,diff_gnn_order_best_makespan,gcps_opt_cost,gcps_opt_ratio,gcps_partition_cost,gcps_bb,gcps_makespan,gcps_time,gcps_dag_makespan,gcps_lssp_makespan,gcps_lssp_swprio_makespan,gcps_best_makespan,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,pso_dag_makespan,pso_lssp_makespan,pso_lssp_swprio_makespan,pso_best_makespan,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,dbpso_dag_makespan,dbpso_lssp_makespan,dbpso_lssp_swprio_makespan,dbpso_best_makespan,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,clpso_dag_makespan,clpso_lssp_makespan,clpso_lssp_swprio_makespan,clpso_best_makespan,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,ccpso_dag_makespan,ccpso_lssp_makespan,ccpso_lssp_swprio_makespan,ccpso_best_makespan,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,esa_dag_makespan,esa_lssp_makespan,esa_lssp_swprio_makespan,esa_best_makespan,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,shade_dag_makespan,shade_lssp_makespan,shade_lssp_swprio_makespan,shade_best_makespan,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,jade_dag_makespan,jade_lssp_makespan,jade_lssp_swprio_makespan,jade_best_makespan,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time,gl25_dag_makespan,gl25_lssp_makespan,gl25_lssp_swprio_makespan,gl25_best_makespan,shade_solution_valid,shade_initial_solution_valid,shade_was_repaired,shade_num_repaired_nodes,shade_repair_strategy,shade_area_used,shade_area_budget,shade_validity_note
2026-04-06 17:01:48,20260406-164412,001__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,42,307.33514791026454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2257.340690607807,7.344882959064948,3519.110557556816,optimize_single_point_makespan_mip,2618.4008948584556,0.6929352283477783,2257.340690607807,2618.4008948584556,,2257.340690607807,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1655.5382751643074,1749.5697744342538,Valid solution; no area repair needed.
2026-04-06 17:01:49,20260406-164412,002__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,43,365.5467348744756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2503.583269275924,6.8488732914975285,3392.588506258313,optimize_single_point_makespan_mip,2797.5684654550464,0.687244176864624,2503.583269275924,2797.5684654550464,,2503.583269275924,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1727.1693699308246,1745.5111426700803,Valid solution; no area repair needed.
2026-04-06 17:01:50,20260406-164412,003__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,44,325.16994031462343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2382.401823331848,7.326636099962735,4189.816271629599,optimize_single_point_makespan_mip,3450.8005665777346,0.6670165061950684,2382.401823331848,3450.8005665777346,,2382.401823331848,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1577.5770894922932,1688.7015314767941,Valid solution; no area repair needed.
2026-04-06 17:01:51,20260406-164412,004__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,45,304.355019688363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2357.57817500294,7.746145200486345,4199.560248325377,optimize_single_point_makespan_mip,3203.971619799851,0.6869730949401855,2357.57817500294,3203.971619799851,,2357.57817500294,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1409.0189565721937,1853.578818202341,Valid solution; no area repair needed.
2026-04-06 17:01:52,20260406-164412,005__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,46,295.2836428230921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2084.9833802669823,7.060951159817952,3386.8648560302754,optimize_single_point_makespan_mip,2630.615366080711,0.6713671684265137,2084.9833802669823,2630.615366080711,,2084.9833802669823,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1673.9730201130544,1690.0282391014848,Valid solution; no area repair needed.
2026-04-06 17:01:53,20260406-164412,006__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,47,346.9544242555434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2754.3426461044573,7.938629553476432,4590.148125781408,optimize_single_point_makespan_mip,3732.328063733264,0.6677694320678711,2754.3426461044573,3732.328063733264,,2754.3426461044573,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1452.0775689524212,1582.0618011650145,Valid solution; no area repair needed.
2026-04-06 17:01:54,20260406-164412,007__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,48,315.3814826899511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2236.4722002986036,7.091323755672938,3481.19799299176,optimize_single_point_makespan_mip,2883.4487029895645,0.6797542572021484,2236.4722002986036,2883.4487029895645,,2236.4722002986036,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1700.5036532994425,1725.0649356933031,Valid solution; no area repair needed.
2026-04-06 17:01:55,20260406-164412,008__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,49,338.64079196812855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2169.9968610391547,6.4079606252615475,3844.046190323841,optimize_single_point_makespan_mip,3316.543513036205,0.6807310581207275,2169.9968610391547,3316.543513036205,,2169.9968610391547,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1779.5437417898038,1876.784552117614,Valid solution; no area repair needed.
2026-04-06 17:01:56,20260406-164412,009__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,50,391.1891445118002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2776.9958013059495,7.0988570114122425,4370.0889371845005,optimize_single_point_makespan_mip,3606.774845650378,0.6753931045532227,2776.9958013059495,3606.774845650378,,2776.9958013059495,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1399.891628439721,1465.7190842891584,Valid solution; no area repair needed.
2026-04-06 17:01:56,20260406-164412,010__anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,51,400.669904674175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2948.6321846181745,7.359255462463556,4542.083040910224,optimize_single_point_makespan_mip,3641.6201969055683,0.693101167678833,2948.6321846181745,3641.6201969055683,,2948.6321846181745,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1547.062049352773,1737.3128004107277,Valid solution; no area repair needed.
2026-04-07 08:02:48,20260407-080120,anomaly_detection_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/tflite-graphs/anomaly_detection_tosa.dot,68,0.1,0.5,1.0,0.5,42,307.33514791026454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2508.998202258087,8.163720353230351,3132.3367529633215,optimize_single_point_makespan_lssp,2508.998202258087,8.423779010772705,2313.9550105858502,2508.998202258087,,2313.9550105858502,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,1661.4666563052065,1749.5697744342538,Valid solution; no area repair needed.
