SimTime,RunTag,Config,GraphName,N,HW_Scale_Factor,HW_Scale_Var,Comm_Scale_Var,Area_Percentage,Seed,LB_Naive,random_opt_cost,random_opt_ratio,random_partition_cost,random_bb,random_makespan,random_time,random_dag_makespan,random_lssp_makespan,random_lssp_swprio_makespan,random_best_makespan,greedy_opt_cost,greedy_opt_ratio,greedy_partition_cost,greedy_bb,greedy_makespan,greedy_time,greedy_dag_makespan,greedy_lssp_makespan,greedy_lssp_swprio_makespan,greedy_best_makespan,diff_gnn_opt_cost,diff_gnn_opt_ratio,diff_gnn_partition_cost,diff_gnn_bb,diff_gnn_makespan,diff_gnn_time,diff_gnn_dag_makespan,diff_gnn_lssp_makespan,diff_gnn_lssp_swprio_makespan,diff_gnn_best_makespan,diff_gnn_order_opt_cost,diff_gnn_order_opt_ratio,diff_gnn_order_partition_cost,diff_gnn_order_bb,diff_gnn_order_makespan,diff_gnn_order_time,diff_gnn_order_dag_makespan,diff_gnn_order_lssp_makespan,diff_gnn_order_lssp_swprio_makespan,diff_gnn_order_best_makespan,gcps_opt_cost,gcps_opt_ratio,gcps_partition_cost,gcps_bb,gcps_makespan,gcps_time,gcps_dag_makespan,gcps_lssp_makespan,gcps_lssp_swprio_makespan,gcps_best_makespan,pso_opt_cost,pso_opt_ratio,pso_partition_cost,pso_bb,pso_makespan,pso_time,pso_dag_makespan,pso_lssp_makespan,pso_lssp_swprio_makespan,pso_best_makespan,dbpso_opt_cost,dbpso_opt_ratio,dbpso_partition_cost,dbpso_bb,dbpso_makespan,dbpso_time,dbpso_dag_makespan,dbpso_lssp_makespan,dbpso_lssp_swprio_makespan,dbpso_best_makespan,clpso_opt_cost,clpso_opt_ratio,clpso_partition_cost,clpso_bb,clpso_makespan,clpso_time,clpso_dag_makespan,clpso_lssp_makespan,clpso_lssp_swprio_makespan,clpso_best_makespan,ccpso_opt_cost,ccpso_opt_ratio,ccpso_partition_cost,ccpso_bb,ccpso_makespan,ccpso_time,ccpso_dag_makespan,ccpso_lssp_makespan,ccpso_lssp_swprio_makespan,ccpso_best_makespan,esa_opt_cost,esa_opt_ratio,esa_partition_cost,esa_bb,esa_makespan,esa_time,esa_dag_makespan,esa_lssp_makespan,esa_lssp_swprio_makespan,esa_best_makespan,shade_opt_cost,shade_opt_ratio,shade_partition_cost,shade_bb,shade_makespan,shade_time,shade_dag_makespan,shade_lssp_makespan,shade_lssp_swprio_makespan,shade_best_makespan,jade_opt_cost,jade_opt_ratio,jade_partition_cost,jade_bb,jade_makespan,jade_time,jade_dag_makespan,jade_lssp_makespan,jade_lssp_swprio_makespan,jade_best_makespan,gl25_opt_cost,gl25_opt_ratio,gl25_partition_cost,gl25_bb,gl25_makespan,gl25_time,gl25_dag_makespan,gl25_lssp_makespan,gl25_lssp_swprio_makespan,gl25_best_makespan,clpso_solution_valid,clpso_initial_solution_valid,clpso_was_repaired,clpso_num_repaired_nodes,clpso_repair_strategy,clpso_area_used,clpso_area_budget,clpso_validity_note
2026-04-06 16:49:22,20260406-164412,001__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,42,4237.918852871404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40786.35062969516,9.624146201397968,70365.21364227898,optimize_single_point_makespan_mip,55288.469211812575,0.4557199478149414,40786.35062969516,55288.469211812575,,40786.35062969516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20897.828121537288,21145.13113607198,Valid solution; no area repair needed.
2026-04-06 16:49:23,20260406-164412,002__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,43,4133.760729161385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41135.44625557222,9.95109512879749,41135.44625557224,optimize_single_point_makespan_mip,41135.44625557222,0.5247828960418701,41135.44625557222,41135.44625557222,,41135.44625557222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20950.341319045216,Valid solution; no area repair needed.
2026-04-06 16:49:24,20260406-164412,003__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,44,4118.638112433165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40921.6599468308,9.93572604092073,70255.42826240291,optimize_single_point_makespan_mip,57283.22464907919,0.49402880668640137,40921.6599468308,57283.22464907919,,40921.6599468308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20451.74927001089,20597.129560307912,Valid solution; no area repair needed.
2026-04-06 16:49:24,20260406-164412,004__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,45,4280.604664962169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42963.15542645935,10.036702472929498,42963.155426459365,optimize_single_point_makespan_mip,42963.15542645935,0.4816467761993408,42963.15542645935,42963.15542645935,,42963.15542645935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20434.418829128066,Valid solution; no area repair needed.
2026-04-06 16:49:25,20260406-164412,005__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,46,4256.166063707633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41788.37186269076,9.818313298209999,41788.371862690794,optimize_single_point_makespan_mip,41788.37186269076,0.5163214206695557,41788.37186269076,41788.37186269076,,41788.37186269076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20284.382405030825,Valid solution; no area repair needed.
2026-04-06 16:49:26,20260406-164412,006__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,47,4333.131526145475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43028.76503586628,9.930177465474351,43028.76503586625,optimize_single_point_makespan_mip,43028.76503586628,0.5048902034759521,43028.76503586628,43028.76503586628,,43028.76503586628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20485.544090403826,Valid solution; no area repair needed.
2026-04-06 16:49:27,20260406-164412,007__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-48,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,48,4318.112842111338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42884.22536343604,9.931242404139635,42884.22536343603,optimize_single_point_makespan_mip,42884.22536343604,0.5088887214660645,42884.22536343604,42884.22536343604,,42884.22536343604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,21537.49987620517,Valid solution; no area repair needed.
2026-04-06 16:49:28,20260406-164412,008__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-49,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,49,4080.98684044634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40051.07810721165,9.814066958086844,70610.43777702001,optimize_single_point_makespan_mip,56382.42645252993,0.4980037212371826,40051.07810721165,56382.42645252993,,40051.07810721165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20333.656695242917,20407.39861006098,Valid solution; no area repair needed.
2026-04-06 16:49:28,20260406-164412,009__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-50,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,50,4154.634402940583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40553.7208939508,9.761080509333754,72341.33066236255,optimize_single_point_makespan_mip,57126.1209195162,0.5095837116241455,40553.7208939508,57126.1209195162,,40553.7208939508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,20929.388049739282,21469.403471253092,Valid solution; no area repair needed.
2026-04-06 16:49:29,20260406-164412,010__mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-51,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,51,4156.15213337089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41502.598285775915,9.985822692230183,41502.59828577584,optimize_single_point_makespan_mip,41502.598285775915,0.5077967643737793,41502.598285775915,41502.598285775915,,41502.598285775915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,21112.383309601344,Valid solution; no area repair needed.
2026-04-07 08:01:47,20260407-080120,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-42,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,42,4237.918852871404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42377.72218640393,9.99965399471745,42377.72218640385,optimize_single_point_makespan_lssp,42377.72218640393,15.031219005584717,42377.72218640393,42377.72218640393,,42377.72218640393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,21145.13113607198,Valid solution; no area repair needed.
2026-04-07 08:02:19,20260407-080120,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-43,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,43,4133.760729161385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41135.44625557222,9.95109512879749,41135.44625557224,optimize_single_point_makespan_lssp,41135.44625557222,30.50534963607788,41135.44625557222,41135.44625557222,,41135.44625557222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20950.341319045216,Valid solution; no area repair needed.
2026-04-07 08:02:54,20260407-080120,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-44,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,44,4118.638112433165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41187.446162773114,10.000258589954347,41187.44616277318,optimize_single_point_makespan_lssp,41187.446162773114,32.50483202934265,41187.446162773114,41187.446162773114,,41187.446162773114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20597.129560307912,Valid solution; no area repair needed.
2026-04-07 08:03:26,20260407-080120,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-45,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,45,4280.604664962169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42963.15542645935,10.036702472929498,42963.155426459365,optimize_single_point_makespan_lssp,42963.15542645935,30.802003622055054,42963.15542645935,42963.15542645935,,42963.15542645935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20434.418829128066,Valid solution; no area repair needed.
2026-04-07 08:04:03,20260407-080120,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-46,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,46,4256.166063707633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41788.37186269076,9.818313298209999,41788.371862690794,optimize_single_point_makespan_lssp,41788.37186269076,35.49914216995239,41788.37186269076,41788.37186269076,,41788.37186269076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20284.382405030825,Valid solution; no area repair needed.
2026-04-07 08:04:38,20260407-080120,mobile_net_tosa_area-0.50_hwscale-0.10_hwvar-0.50_comm-1.00_seed-47,inputs/task_graph_topology/soda-benchmark-graphs/pytorch-graphs/mobile_net_tosa.dot,830,0.1,0.5,1.0,0.5,47,4333.131526145475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43028.76503586628,9.930177465474351,43028.76503586625,optimize_single_point_makespan_lssp,43028.76503586628,33.29419231414795,43028.76503586628,43028.76503586628,,43028.76503586628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,False,0,,0.0,20485.544090403826,Valid solution; no area repair needed.
